,number,value,datetime_start,datetime_complete,duration,params_batcher,params_hidden_dim,params_k,params_learning_rate,state
16,16,0.5207284328484041,2023-12-21 13:16:58.320457,2023-12-21 13:18:32.300238,0 days 00:01:33.979781,False,256,4,0.0009154813983371807,COMPLETE
17,17,0.8607213243473371,2023-12-21 13:18:32.301237,2023-12-21 13:20:05.874167,0 days 00:01:33.572930,True,112,5,0.002410764986597361,COMPLETE
18,18,0.7066680823412638,2023-12-21 13:20:05.875166,2023-12-21 13:21:42.004739,0 days 00:01:36.129573,False,416,4,0.0006133532627172854,COMPLETE
19,19,0.890477928230521,2023-12-21 13:21:42.005685,2023-12-21 13:23:16.323304,0 days 00:01:34.317619,True,272,5,0.0014296004703370194,COMPLETE
20,20,0.2022002089997943,2023-12-21 13:23:16.324304,2023-12-21 13:24:47.835375,0 days 00:01:31.511071,False,128,2,0.003908352203864803,COMPLETE
21,21,0.8510544704323927,2023-12-21 13:24:47.837375,2023-12-21 13:26:21.994477,0 days 00:01:34.157102,True,256,5,0.001544657010644446,COMPLETE
22,22,0.8916682696460473,2023-12-21 13:26:21.995438,2023-12-21 13:27:57.101640,0 days 00:01:35.106202,True,288,5,0.0014396176422239214,COMPLETE
23,23,0.6948631937656664,2023-12-21 13:27:57.103640,2023-12-21 13:29:31.321839,0 days 00:01:34.218199,True,208,4,0.00038893799959690726,COMPLETE
24,24,-0.23942431044765233,2023-12-21 13:29:31.323839,2023-12-21 13:31:19.685179,0 days 00:01:48.361340,True,304,5,0.003978128954632188,COMPLETE
25,25,0.8321294114643628,2023-12-21 13:31:19.686177,2023-12-21 13:33:31.686770,0 days 00:02:12.000593,True,240,4,0.0006270133534196342,COMPLETE
26,26,0.8681537449863402,2023-12-21 13:33:31.687768,2023-12-21 13:35:33.176103,0 days 00:02:01.488335,True,400,5,0.0014071725482973892,COMPLETE
27,27,0.8592253095846676,2023-12-21 13:35:33.177100,2023-12-21 13:37:11.824510,0 days 00:01:38.647410,True,160,4,0.002307967054688644,COMPLETE
28,28,0.4655598140411052,2023-12-21 13:37:11.826509,2023-12-21 13:39:18.457577,0 days 00:02:06.631068,False,288,5,0.005149175959364698,COMPLETE
29,29,0.8281440196974833,2023-12-21 13:39:18.459600,2023-12-21 13:41:23.913398,0 days 00:02:05.453798,True,336,4,0.0022703546594878775,COMPLETE
30,30,-1655.405925135743,2023-12-21 13:41:23.915395,2023-12-21 13:42:58.135606,0 days 00:01:34.220211,True,368,4,0.008930548380006186,COMPLETE
31,31,0.8892690033731213,2023-12-21 13:42:58.137605,2023-12-21 13:44:33.786960,0 days 00:01:35.649355,True,288,5,0.0011226490396769706,COMPLETE
32,32,0.8795194984661519,2023-12-21 13:44:33.787959,2023-12-21 13:46:08.785194,0 days 00:01:34.997235,True,208,5,0.0017592326395989746,COMPLETE
33,33,0.8927989774414021,2023-12-21 13:46:08.786193,2023-12-21 13:47:43.127577,0 days 00:01:34.341384,True,272,5,0.0015041848920007157,COMPLETE
34,34,0.49291268906674973,2023-12-21 13:47:43.128577,2023-12-21 13:49:16.706811,0 days 00:01:33.578234,True,176,1,0.0006505314316814668,COMPLETE
35,35,0.8887410790491593,2023-12-21 13:49:16.707811,2023-12-21 13:50:51.572970,0 days 00:01:34.865159,True,336,5,0.0012036043499867358,COMPLETE
36,36,0.41603364731056536,2023-12-21 13:50:51.573972,2023-12-21 13:52:26.580925,0 days 00:01:35.006953,False,256,4,0.0004611615798230267,COMPLETE
37,37,0.4467495593367478,2023-12-21 13:52:26.582920,2023-12-21 13:54:00.504814,0 days 00:01:33.921894,True,192,5,0.00028677114698570107,COMPLETE
38,38,-754.3836255958134,2023-12-21 13:54:00.506322,2023-12-21 13:55:33.579590,0 days 00:01:33.073268,False,144,4,1.0207113900694475e-05,COMPLETE
39,39,0.8723137350581706,2023-12-21 13:55:33.581629,2023-12-21 13:57:09.545142,0 days 00:01:35.963513,True,320,5,0.0009601146795867859,COMPLETE
40,40,-0.5423463762594143,2023-12-21 13:57:09.547141,2023-12-21 13:58:43.778611,0 days 00:01:34.231470,False,240,3,0.005318797237405608,COMPLETE
41,41,0.8970994603142615,2023-12-21 13:58:43.779610,2023-12-21 14:00:18.278543,0 days 00:01:34.498933,True,272,5,0.0019360059660588202,COMPLETE
42,42,0.8667253803681216,2023-12-21 14:00:18.280543,2023-12-21 14:01:52.411908,0 days 00:01:34.131365,True,288,5,0.0019907718763389616,COMPLETE
43,43,0.8790148919764367,2023-12-21 14:01:52.412908,2023-12-21 14:03:42.981925,0 days 00:01:50.569017,True,224,5,0.00279463082306761,COMPLETE
44,44,0.911160913859069,2023-12-21 14:03:42.982924,2023-12-21 14:05:47.969871,0 days 00:02:04.986947,True,272,5,0.001299318310015159,COMPLETE
45,45,0.8442658485289078,2023-12-21 14:05:47.971824,2023-12-21 14:07:51.714655,0 days 00:02:03.742831,True,80,4,0.0029559720820899545,COMPLETE
46,46,0.8947687816054579,2023-12-21 14:07:51.715653,2023-12-21 14:10:01.298260,0 days 00:02:09.582607,True,320,2,0.0018731166603113472,COMPLETE
47,47,0.35469157884571284,2023-12-21 14:10:01.300773,2023-12-21 14:12:08.548669,0 days 00:02:07.247896,False,368,2,0.002062542443311552,COMPLETE
48,48,0.822990051864594,2023-12-21 14:12:08.550703,2023-12-21 14:14:15.535925,0 days 00:02:06.985222,True,320,1,0.0010577583407996994,COMPLETE
49,49,0.4508265203125781,2023-12-21 14:14:15.537924,2023-12-21 14:16:24.100581,0 days 00:02:08.562657,False,400,2,0.000851156673130268,COMPLETE
