,number,value,datetime_start,datetime_complete,duration,params_batcher,params_learning_rate,params_n_dim_0,params_n_dim_1,params_n_dim_2,params_n_dim_3,params_n_layers,state
15,15,0.7496387707091695,2023-12-07 21:13:48.758163,2023-12-07 21:15:04.916071,0 days 00:01:16.157908,False,0.008779323565022432,310.0,370.0,169.0,486.0,5,COMPLETE
16,16,-7.462769461953359,2023-12-07 21:15:04.918096,2023-12-07 21:16:21.895905,0 days 00:01:16.977809,False,0.00901367782309131,322.0,357.0,236.0,470.0,5,COMPLETE
17,17,-20.714766359485687,2023-12-07 21:16:21.898413,2023-12-07 21:17:43.369504,0 days 00:01:21.471091,False,0.00789687046297137,403.0,389.0,,,3,COMPLETE
18,18,0.03313969458648114,2023-12-07 21:17:43.370504,2023-12-07 21:19:20.794589,0 days 00:01:37.424085,False,0.009575614360661323,305.0,288.0,153.0,503.0,5,COMPLETE
19,19,-72965.23811523363,2023-12-07 21:19:20.795588,2023-12-07 21:20:34.384663,0 days 00:01:13.589075,False,0.0021211719154125798,,,,,1,COMPLETE
20,20,-48.228109930126294,2023-12-07 21:20:34.385664,2023-12-07 21:21:50.131724,0 days 00:01:15.746060,False,0.0050112917625022586,510.0,424.0,,,3,COMPLETE
21,21,0.6347471992180588,2023-12-07 21:21:50.132724,2023-12-07 21:23:03.561267,0 days 00:01:13.428543,False,0.0013211338865803343,181.0,182.0,178.0,16.0,5,COMPLETE
22,22,-942.6468974872507,2023-12-07 21:23:03.562769,2023-12-07 21:24:17.110243,0 days 00:01:13.547474,False,0.0057477743663281984,160.0,131.0,199.0,5.0,5,COMPLETE
23,23,-1.686415219202366,2023-12-07 21:24:17.111247,2023-12-07 21:25:30.198365,0 days 00:01:13.087118,False,0.002259958363875437,158.0,254.0,324.0,,4,COMPLETE
24,24,0.6770223529766225,2023-12-07 21:25:30.200364,2023-12-07 21:26:44.370253,0 days 00:01:14.169889,False,0.005108520360599949,359.0,169.0,320.0,18.0,5,COMPLETE
25,25,-9.929244432534817,2023-12-07 21:26:44.372254,2023-12-07 21:28:27.992915,0 days 00:01:43.620661,False,0.009704618937285935,380.0,342.0,327.0,,4,COMPLETE
26,26,0.7068247118548008,2023-12-07 21:28:27.993914,2023-12-07 21:30:18.831980,0 days 00:01:50.838066,False,0.005009350929484989,340.0,292.0,300.0,377.0,5,COMPLETE
27,27,0.7303051263792129,2023-12-07 21:30:18.833978,2023-12-07 21:32:08.822337,0 days 00:01:49.988359,False,0.0029991959503691454,296.0,302.0,81.0,389.0,5,COMPLETE
28,28,-2.225618179073036,2023-12-07 21:32:08.824338,2023-12-07 21:33:56.587095,0 days 00:01:47.762757,False,0.002468819442035082,281.0,421.0,89.0,,4,COMPLETE
29,29,-46150.8911453105,2023-12-07 21:33:56.589095,2023-12-07 21:35:42.686098,0 days 00:01:46.097003,False,0.0032125565031751627,,,,,1,COMPLETE
30,30,0.7672066914453695,2023-12-07 21:35:42.688098,2023-12-07 21:37:36.876114,0 days 00:01:54.188016,False,0.00551798175244625,418.0,506.0,107.0,392.0,5,COMPLETE
31,31,0.7332882994608514,2023-12-07 21:37:36.878116,2023-12-07 21:39:28.674823,0 days 00:01:51.796707,False,0.0067785600560114736,429.0,469.0,97.0,409.0,5,COMPLETE
32,32,-5.30462039756285,2023-12-07 21:39:28.676330,2023-12-07 21:41:17.875775,0 days 00:01:49.199445,False,0.006566163561283359,433.0,472.0,148.0,408.0,5,COMPLETE
33,33,-989.1997262990868,2023-12-07 21:41:17.876774,2023-12-07 21:43:09.859947,0 days 00:01:51.983173,False,0.009982275827264298,421.0,503.0,62.0,,4,COMPLETE
34,34,-0.8994558132579256,2023-12-07 21:43:09.861947,2023-12-07 21:45:03.393211,0 days 00:01:53.531264,False,0.006425253946387897,481.0,456.0,201.0,452.0,5,COMPLETE
35,35,-2.2579536308298502,2023-12-07 21:45:03.394716,2023-12-07 21:46:49.455946,0 days 00:01:46.061230,False,0.004202639229411177,449.0,386.0,153.0,,4,COMPLETE
36,36,-2.0150704465365346,2023-12-07 21:46:49.457946,2023-12-07 21:48:35.592251,0 days 00:01:46.134305,False,0.006524720362471935,394.0,507.0,58.0,,4,COMPLETE
37,37,0.4624398656011649,2023-12-07 21:48:35.594251,2023-12-07 21:50:05.186158,0 days 00:01:29.591907,True,0.0010067789598073341,247.0,465.0,114.0,334.0,5,COMPLETE
38,38,0.6766530728393241,2023-12-07 21:50:05.189160,2023-12-07 21:52:02.342358,0 days 00:01:57.153198,False,0.0038999244420473344,335.0,380.0,187.0,188.0,5,COMPLETE
39,39,-3754.8929212768007,2023-12-07 21:52:02.344358,2023-12-07 21:53:21.287560,0 days 00:01:18.943202,True,0.00180687349493792,493.0,,,,2,COMPLETE
40,40,-91.49573836020889,2023-12-07 21:53:21.289562,2023-12-07 21:54:50.474205,0 days 00:01:29.184643,False,0.003620961556485143,349.0,419.0,,,3,COMPLETE
41,41,-27.611232064650324,2023-12-07 21:54:50.475205,2023-12-07 21:56:06.995605,0 days 00:01:16.520400,False,0.006847255314914567,299.0,315.0,60.0,403.0,5,COMPLETE
42,42,0.7181867541242469,2023-12-07 21:56:06.996885,2023-12-07 21:57:23.291700,0 days 00:01:16.294815,False,0.003155831430934417,262.0,313.0,103.0,351.0,5,COMPLETE
43,43,0.38379730397729755,2023-12-07 21:57:23.292700,2023-12-07 21:58:41.162284,0 days 00:01:17.869584,False,0.0026296415864940476,308.0,243.0,86.0,445.0,5,COMPLETE
44,44,0.29619132942293025,2023-12-07 21:58:41.163284,2023-12-07 21:59:56.462834,0 days 00:01:15.299550,True,0.004432361984334211,415.0,447.0,133.0,,4,COMPLETE
45,45,-29.42984865021562,2023-12-07 21:59:56.463832,2023-12-07 22:01:13.043665,0 days 00:01:16.579833,False,0.007093300859237536,369.0,482.0,501.0,,4,COMPLETE
46,46,0.5842934253881592,2023-12-07 22:01:13.045668,2023-12-07 22:02:26.292224,0 days 00:01:13.246556,False,0.002774144202578332,247.0,360.0,78.0,320.0,5,COMPLETE
47,47,0.8265775508851417,2023-12-07 22:02:26.293225,2023-12-07 22:03:44.253593,0 days 00:01:17.960368,False,0.007107275844311816,453.0,222.0,41.0,506.0,5,COMPLETE
48,48,0.7659363503131988,2023-12-07 22:03:44.254593,2023-12-07 22:04:58.086400,0 days 00:01:13.831807,True,0.007147504301588226,446.0,93.0,36.0,512.0,5,COMPLETE
49,49,0.5858089980101443,2023-12-07 22:04:58.087400,2023-12-07 22:06:10.979163,0 days 00:01:12.891763,True,0.00895157490858688,465.0,84.0,45.0,510.0,5,COMPLETE
50,50,-5.580506414565134,2023-12-07 22:12:04.360175,2023-12-07 22:13:22.129243,0 days 00:01:17.769068,True,0.004931498477541539,450.0,22.0,46.0,,4,COMPLETE
51,51,0.7769585745599537,2023-12-07 22:13:22.131199,2023-12-07 22:14:39.218805,0 days 00:01:17.087606,True,0.007525615671927211,432.0,79.0,121.0,473.0,5,COMPLETE
52,52,0.2897448484902302,2023-12-07 22:14:39.219804,2023-12-07 22:15:56.307442,0 days 00:01:17.087638,True,0.007828539108816127,383.0,75.0,128.0,483.0,5,COMPLETE
53,53,0.7783200141675177,2023-12-07 22:15:56.308441,2023-12-07 22:17:13.810395,0 days 00:01:17.501954,True,0.00995008488068344,477.0,121.0,221.0,440.0,5,COMPLETE
54,54,0.4883536702534187,2023-12-07 22:17:13.811395,2023-12-07 22:18:30.669108,0 days 00:01:16.857713,True,0.003963333597160735,473.0,120.0,237.0,441.0,5,COMPLETE
55,55,0.5124534062759845,2023-12-07 22:18:30.670107,2023-12-07 22:19:46.046718,0 days 00:01:15.376611,True,0.005664201888670964,496.0,42.0,33.0,512.0,5,COMPLETE
56,56,0.7296668519062369,2023-12-07 22:19:46.048719,2023-12-07 22:21:06.204381,0 days 00:01:20.155662,True,0.00799191413231802,451.0,143.0,279.0,471.0,5,COMPLETE
57,57,-460.3618496348049,2023-12-07 22:21:06.206381,2023-12-07 22:22:22.328663,0 days 00:01:16.122282,True,0.005566039421648659,510.0,,,,2,COMPLETE
58,58,-1.3381592846040644,2023-12-07 22:22:22.330663,2023-12-07 22:23:39.246253,0 days 00:01:16.915590,True,0.0037331745974982073,400.0,96.0,214.0,435.0,5,COMPLETE
59,59,-0.9557244038924916,2023-12-07 22:23:39.248251,2023-12-07 22:24:54.610666,0 days 00:01:15.362415,True,0.008068337794320372,440.0,58.0,174.0,491.0,5,COMPLETE
60,60,0.28870190408018304,2023-12-07 22:24:54.612665,2023-12-07 22:26:11.323828,0 days 00:01:16.711163,True,0.0048352368665936785,481.0,153.0,20.0,,4,COMPLETE
61,61,0.7341374897257733,2023-12-07 22:26:11.325827,2023-12-07 22:27:26.922716,0 days 00:01:15.596889,True,0.009545872382863592,412.0,202.0,165.0,469.0,5,COMPLETE
62,62,-11.361309439730391,2023-12-07 22:27:26.924714,2023-12-07 22:28:43.890731,0 days 00:01:16.966017,True,0.009736393027336735,470.0,269.0,218.0,432.0,5,COMPLETE
63,63,0.7159540682275868,2023-12-07 22:28:43.892731,2023-12-07 22:29:59.738536,0 days 00:01:15.845805,True,0.005886991584576031,196.0,221.0,130.0,483.0,5,COMPLETE
64,64,0.8123057826702222,2023-12-07 22:29:59.740545,2023-12-07 22:31:15.632735,0 days 00:01:15.892190,True,0.007463629317363962,431.0,110.0,109.0,113.0,5,COMPLETE
65,65,-0.008391532311127214,2023-12-07 22:31:15.633734,2023-12-07 22:32:30.223154,0 days 00:01:14.589420,True,0.007476825125946675,5.0,60.0,361.0,91.0,5,COMPLETE
66,66,-1.6380655159884228,2023-12-07 22:32:30.224154,2023-12-07 22:33:45.061230,0 days 00:01:14.837076,True,0.004650697364438691,389.0,121.0,262.0,166.0,5,COMPLETE
67,67,-608.2743293880012,2023-12-07 22:33:45.062229,2023-12-07 22:35:01.462536,0 days 00:01:16.400307,True,0.0074620874344665045,458.0,163.0,122.0,,4,COMPLETE
68,68,-0.017936215130011222,2023-12-07 22:35:01.464535,2023-12-07 22:36:16.353428,0 days 00:01:14.888893,True,0.005755369283152561,430.0,103.0,3.0,463.0,5,COMPLETE
69,69,-0.055484606334045325,2023-12-07 22:36:16.354429,2023-12-07 22:37:33.639262,0 days 00:01:17.284833,True,0.002139602337048012,495.0,76.0,103.0,512.0,5,COMPLETE
